Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Tipo de operación,Superficie construida:,Habitaciones:,Baños:,Conservación:,Referencia:,Superficie útil:,Superficie solar:,Tipo de casa:,Antigüedad:,Gastos de comunidad:,Exterior:,Interior:,descripcion,Planta:_11ª,Planta:_12ª,Planta:_14ª,Planta:_15ª,Planta:_16ª,Planta:_17ª,Planta:_1ª,Planta:_2ª,Planta:_3ª,Planta:_4ª,Planta:_5ª,Planta:_6ª,Planta:_7ª,Planta:_8ª,Planta:_9ª,Planta:_Bajo,Planta:_Entresuelo,Planta:_Más de 20,Planta:_No especificado,Planta:_Principal,Planta:_Semisótano,Planta:_Sótano
https://www.pisos.com/comprar/chalet-villavieja_del_lozoya_centro_urbano-45909626295_100500/,239.0,160,29/10/2024,,,Compra,160.0,3.0,1.0,3,SA5479-102054281/11756,,1.933,2,6,,,,chalet villavieja del lozoya centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-goya28009-46708077348_101800/,889.0,94,29/10/2024,,,Compra,94.0,3.0,2.0,3,IF75984-M11467V,,,2,5,,,,piso goya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-43351902326_108700/,,640,24/10/2024,152.0,40.0,Compra,640.0,6.0,6.0,3,UVC841-20950,640.0,3.2,2,1,,,,chalet villalbilla centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-34192481989_106700/,900.0,117,04/06/2024,,,Compra,117.0,2.0,3.0,0,IFC76269-TM764,104.0,,2,6,,,,piso tetuan cuatro caminos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-palos_de_moguer28045-48421040021_522144/,295.0,55,29/10/2024,203.0,42.0,Compra,55.0,1.0,1.0,4,4522144-1008,52.0,,2,5,,,Aún así luminoso por su altura,piso palos de moguer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-marazuela_el_torreon28231-44174953458_107700/,750.0,490,23/10/2024,,,Compra,490.0,7.0,3.0,3,VE76-0056-00505,490.0,932.0,2,2,,,,chalet marazuela el torreon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-chamartin_el_viso28036-38374735499_102100/,,194,29/10/2024,,,Compra,194.0,4.0,3.0,3,GM5-191173,,,2,6,,Exterior,,piso chamartin el viso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-lista_barrio28001-47505489120_102100/,,136,29/10/2024,,,Compra,136.0,3.0,2.0,3,GM3-200163,,,2,6,,Exterior,,piso lista barrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_unifamiliar-las_marias-42584957000_992528/,850.0,590,28/10/2024,,,Compra,590.0,6.0,3.0,1,4992528-1337,500.0,1.55,2,2,,,,chalet unifamiliar las marias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-justicia_chueca28004-44249547176_109300/,565.0,92,18/09/2024,,,Compra,92.0,2.0,1.0,3,EP693-admiP-380,92.0,,2,5,,,,piso justicia chueca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-guadarrama_centro_urbano-47519930066_101800/,189.9,73,01/10/2024,,,Compra,73.0,3.0,1.0,3,IF76801-candanchu,,,2,6,,,,piso guadarrama centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-fontarron-9258741248_100500/,400.0,125,26/07/2024,,,Compra,125.0,3.0,2.0,3,SA515-1201V302/1084,,,2,2,Más de 100 €,,,duplex fontarron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-san_agustin_del_guadalix_centro_urbano-43420697477_108700/,840.0,401,22/10/2024,,,Compra,401.0,5.0,5.0,3,UVC841-23338,401.0,1.704,2,2,,,,chalet san agustin del guadalix centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-cerro_el_molino28942-44203848312_100500/,466.0,197,02/07/2024,271.0,61.0,Compra,197.0,3.0,3.0,2,SA4148-MAGNA-M-FU,,80.0,0,6,,,,casa adosada cerro el molino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-villaviciosa_de_odon_el_bosque28670-47578757725_100500/,924.9,435,07/10/2024,300.0,300.0,Compra,435.0,5.0,5.0,3,SA5368-00097/10248,,1.7,2,2,,,,chalet villaviciosa de odon el bosque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-centro_palacio28005-35843758141_102100/,,90,27/10/2024,,,Compra,90.0,2.0,2.0,3,GM3-187738,,,2,6,,,,piso centro palacio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-ajalvir_centro_urbano-4811301704_109700/,192.7,88,07/10/2024,,,Compra,88.0,2.0,2.0,0,-21450724,,,2,6,,,,piso ajalvir centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_unifamiliar-camarma_de_esteruelas_centro_urbano-45093904105_512697/,450.0,459,22/10/2024,,,Compra,459.0,3.0,3.0,2,4512697-INDEPENDIENTE,456.0,95.0,2,0,,,,chalet unifamiliar camarma de esteruelas centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-ribatejada_centro_urbano-48422320636_100500/,400.0,478,14/10/2024,,,Compra,478.0,6.0,2.0,2,SA4283-106250059,248.0,1.079,0,2,,,,casa adosada ribatejada centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-universidad_malasana28004-44207073501_109300/,889.0,117,30/09/2024,,,Compra,117.0,3.0,3.0,3,EP693-admiP-439,117.0,,2,5,,,,piso universidad malasana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-covibar_pablo_iglesias28523-48426840590_100200/,231.99,101,23/10/2024,196.0,41.0,Compra,101.0,3.0,1.0,2,TC749-596699,,,2,2,,,,piso covibar pablo iglesias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_pareada-cubas_de_la_sagra_centro_urbano-45902872814_101800/,329.9,176,26/09/2024,110.0,24.0,Compra,176.0,3.0,3.0,3,IF76953-ROBLES,,215.0,1,0,,,,casa pareada cubas de la sagra centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28924-48417485572_105700/,379.0,106,30/10/2024,,,Compra,106.0,3.0,2.0,3,GB3-ALC542 PISO EN VENTA EN ALCORCON,92.0,,2,2,,,,piso valderas los castillos parque lisboa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-monte_alina_la_cabana-48394446788_101800/,,807,26/10/2024,1.0,1.0,Compra,807.0,5.0,5.0,3,IF75984-M11508V,,807.0,2,6,,,,chalet monte alina la cabana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-zona_calle_casa_amarilla28260-47515328559_101800/,219.9,102,09/09/2024,205.0,43.0,Compra,102.0,3.0,2.0,3,IF76920-Blazquilla 16,,,2,6,,,,piso zona calle casa amarilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-meco_centro_urbano-40837309558_524533/,750.0,315,13/10/2024,41.0,7.0,Compra,315.0,4.0,4.0,2,4524533-SER0182,278.0,500.0,2,4,,,,chalet meco centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-chamartin_el_viso28036-43364812939_102100/,,258,26/10/2024,,,Compra,258.0,4.0,4.0,3,GM5-196783,,,2,6,,Exterior,,piso chamartin el viso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-nueva_espana28016-42529140144_107700/,579.0,107,29/10/2024,,,Compra,107.0,4.0,1.0,3,VE22-0051-00556,107.0,,2,5,,,,piso nueva espana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-salamanca_castellana28006-47554256255_109300/,,271,29/10/2024,,,Compra,271.0,4.0,4.0,3,EP693-admiP-509,271.0,,2,5,,,,piso salamanca castellana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-villanueva_de_la_canada_villafranca_del_castillo28-35055759998_100500/,795.0,310,08/06/2023,,,Compra,310.0,5.0,4.0,2,SA50-AD153,290.0,350.0,2,6,Entre 80 y 100 €,,,chalet villanueva de la canada villafranca del castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-abrantes28025-48376346322_101800/,226.0,80,28/10/2024,,,Compra,80.0,3.0,1.0,3,IF5026-DA17VU,,,2,6,,,,piso abrantes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-alpedrete_centro_urbano-15847044022_100500/,,778,04/06/2024,,,Compra,778.0,6.0,6.0,2,SA191-LCSALP414,,1.747,2,6,,,,chalet alpedrete centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-las_rozas_de_madrid_centro28232-41736121084_102100/,,576,25/10/2024,,,Compra,576.0,5.0,6.0,3,GM32-194761,,3.0,2,5,,,,chalet las rozas de madrid centro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-cortes_huertas28014-48397265308_100200/,499.0,84,29/10/2024,133.0,26.0,Compra,84.0,3.0,1.0,2,TC1114-599577,,,2,5,,,,piso cortes huertas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_pareado-moncloa_aravaca_aravaca28023-48337225825_528556/,,600,25/10/2024,,,Compra,600.0,5.0,5.0,2,4528556-La Riconada,390.0,,2,6,Más de 100 €,,,chalet pareado moncloa aravaca aravaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-mirador_el_alamo-45017925765_108500/,325.0,237,28/10/2024,,,Compra,237.0,7.0,4.0,3,AG571-845VP,,,2,6,,,,chalet mirador el alamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-orcasitas-48414185719_100200/,229.0,110,29/10/2024,168.0,28.0,Compra,110.0,3.0,2.0,2,TC234-599299,,,2,2,,,,piso orcasitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa-nueva_espana28036-48403265336_149200/,,175,28/10/2024,,,Compra,175.0,3.0,3.0,2,1492-426293,121.0,,2,2,340 + gastos,,,casa nueva espana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-universidad_malasana28004-34239358418_149200/,,490,26/10/2024,,,Compra,490.0,4.0,6.0,2,1492-425532,387.0,,2,5,190€/ mes comunidad ibi 1.800,,Muy luminoso,piso universidad malasana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-goya28006-48365262980_101800/,,170,30/10/2024,1.0,1.0,Compra,170.0,3.0,2.0,3,IF75984-M11487V,,,2,6,,,,piso goya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-centro_la_estacion_prado_de_la_laguna-4314135384_109700/,279.7,107,28/10/2024,,,Compra,107.0,2.0,2.0,0,-20889233,,,2,6,,,,duplex centro la estacion prado de la laguna,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-daganzo_de_arriba_centro_urbano-48373186019_100200/,289.9,162,29/10/2024,,,Compra,162.0,3.0,2.0,2,TC1119-599640,,,0,1,,,,casa adosada daganzo de arriba centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-lista_barrio28006-41675401284_101800/,,179,29/10/2024,1.0,1.0,Compra,179.0,5.0,2.0,3,IF75984-M11345V,,,2,5,,,,piso lista barrio,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-miraflores_de_la_sierra_centro_urbano-47541547368_100500/,268.0,148,30/10/2024,,,Compra,148.0,4.0,3.0,3,SA4820-VE00039/10429,,,2,1,,,,duplex miraflores de la sierra centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-ibiza28009-47560208191_515469/,,120,16/10/2024,,,Compra,120.0,2.0,2.0,4,4515469-001261,93.0,,2,2,,,A patio de manzana grande,piso ibiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-dehesa_vieja_puente_cultural28708-44176837060_102100/,,404,17/09/2024,,,Compra,404.0,6.0,5.0,3,GM27-196463,,2.0,2,5,,,,chalet dehesa vieja puente cultural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_adosado-san_agustin_del_guadalix_centro_urbano-48401551745_997919/,575.0,305,19/10/2024,,,Compra,305.0,4.0,4.0,2,4997919-1221,290.0,50.0,2,1,Entre 60 y 80 €,,,chalet adosado san agustin del guadalix centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-pueblo28223-42597088282_107700/,,357,23/10/2024,,,Compra,357.0,5.0,4.0,3,VE76-0056-00459,237.0,601.0,2,6,,,,chalet pueblo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_pareada-villanueva_de_perales_centro_urbano-42561233626_100500/,349.9,128,13/09/2024,,,Compra,128.0,4.0,3.0,3,SA4642-00034/9778,,,1,6,,,,casa pareada villanueva de perales centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-jeronimos28014-35884579341_100500/,,124,29/10/2024,,,Compra,124.0,2.0,2.0,0,SA88-DS-P22566,,,2,6,,,,piso jeronimos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-tetuan_almenara28029-42504063947_994534/,660.0,138,10/10/2024,,,Compra,138.0,3.0,3.0,0,4994534-Duplex BOREAS RR25,138.0,,2,6,,,,piso tetuan almenara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-golf_el_carralero28220-32525331856_102100/,950.0,160,21/10/2024,,,Compra,160.0,4.0,3.0,3,GM8-184611,,,2,6,,,,duplex golf el carralero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_adosado-san_agustin_del_guadalix_centro_urbano-43414860314_997919/,540.0,232,21/08/2024,,,Compra,232.0,4.0,3.0,2,4997919-1204,228.0,,2,1,Entre 20 y 40 €,,,chalet adosado san agustin del guadalix centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/atico-zona_avenida_de_europa28224-48339351284_528556/,,225,25/10/2024,,,Compra,225.0,4.0,4.0,2,4528556-Ático Avda. Europa,115.0,,2,6,,,,atico zona avenida de europa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_unifamiliar-camarma_de_esteruelas_centro_urbano-45083149840_996540/,475.0,329,10/06/2024,,,Compra,329.0,5.0,3.0,2,4996540-2406081,320.0,579.0,2,2,,,,chalet unifamiliar camarma de esteruelas centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-el_alamo_centro_urbano-46685751662_108500/,311.0,234,27/10/2024,,,Compra,234.0,3.0,2.0,3,AG571-853VP,160.0,,2,6,,,,chalet el alamo centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_pareado-castilla28034-39245036664_102100/,,539,26/10/2024,,,Compra,539.0,6.0,7.0,3,GM14-186879,,750.0,2,5,,,,chalet pareado castilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4808505899_109700/,369.0,338,28/10/2024,,,Compra,338.0,3.0,3.0,0,4528801-21449179,,,2,6,,,,chalet villalbilla centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-46693030015_109700/,327.5,73,17/10/2024,,,Compra,73.0,2.0,2.0,0,FP2-79898,,,2,6,,,,piso carabanchel buenavista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_pareada-cubas_de_la_sagra_centro_urbano-48374558093_100200/,377.9,245,18/10/2024,,,Compra,245.0,4.0,3.0,2,TC1086-597052,,,1,0,,,,casa pareada cubas de la sagra centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-valleaguado_la_canada28823-47524691521_100200/,255.0,115,10/10/2024,338.0,70.0,Compra,115.0,4.0,2.0,2,TC171-595098,,,2,2,,,,piso valleaguado la canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-san_fernando_de_henares_montserrat-48344407347_100500/,279.0,133,01/10/2024,,,Compra,133.0,4.0,2.0,3,SA3384-00611/8697,121.0,,2,5,,,,piso san fernando de henares montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-centro_la_estacion_prado_de_la_laguna-4837887799_109700/,367.7,154,25/10/2024,,,Compra,154.0,3.0,3.0,0,-21433157,,,2,6,,,,duplex centro la estacion prado de la laguna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_unifamiliar-meco_centro_urbano-45095478891_524533/,650.0,267,13/10/2024,,,Compra,267.0,4.0,3.0,2,4524533-SER0170,250.0,646.0,2,0,,,,chalet unifamiliar meco centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-abrantes28025-47583217815_101800/,154.9,76,28/10/2024,,,Compra,76.0,2.0,1.0,3,IF5026-DA17MI,,,2,6,,,,piso abrantes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-la_cabrera_centro_urbano-45863757959_100500/,225.0,100,25/10/2024,,,Compra,100.0,2.0,1.0,3,SA5479-98288557/11756,,318.0,2,6,,,,chalet la cabrera centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-goya28009-48357675343_109300/,,183,29/10/2024,,,Compra,183.0,3.0,3.0,3,EP693-admiP-537,183.0,,2,5,,,,piso goya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-la_cabrera_centro_urbano-45859040091_100500/,348.0,290,16/10/2024,,,Compra,290.0,8.0,3.0,3,SA5479-104394926/11756,270.0,1.8,2,2,,,,chalet la cabrera centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-soto_del_real_centro_urbano-45858041373_109300/,625.0,520,28/10/2024,,,Compra,520.0,5.0,4.0,2,EP740-4126,365.0,,2,6,,,,chalet soto del real centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
