Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Tipo de operación,Superficie construida:,Habitaciones:,Baños:,Conservación:,Referencia:,Superficie útil:,Superficie solar:,Tipo de casa:,Antigüedad:,Planta:,Gastos de comunidad:,Exterior:,Interior:,descripcion
https://www.pisos.com/comprar/piso-fuencarral_el_pardo_valverde28034-48373944625_100200/,230.0,82,24/10/2024,148,76,Compra,82.0,3.0,,En buen estado,TC895-598253,,,Piso,Más de 50 años,1ª,,,,piso fuencarral el pardo valverde
https://www.pisos.com/comprar/piso-ventas28017-46680935412_100200/,219.9,57,23/10/2024,56,256,Compra,57.0,2.0,1.0,En buen estado,TC807-592084,,,Piso,Entre 30 y 50 años,1ª,,,,piso ventas
https://www.pisos.com/comprar/piso-latina_carmenes28011-45852231037_100200/,390.0,102,16/07/2024,,,Compra,102.0,,,En buen estado,TC8-588507,,,Piso,No especificado,No especificado,,,,piso latina carmenes
https://www.pisos.com/comprar/piso-latina_campamento28024-48352124930_100500/,275.0,84,28/10/2024,,,Compra,84.0,3.0,1.0,No especificado,SA4191-P886/690,,,Piso,Más de 50 años,1ª,Entre 60 y 80 €,,,piso latina campamento
https://www.pisos.com/comprar/chalet_adosado-paracuellos_de_jarama_centro_urbano-44246462231_517810/,585.0,275,01/10/2024,,,Compra,275.0,3.0,4.0,En buen estado,4517810-000146,265.0,200.0,Piso,No especificado,No especificado,,,,chalet adosado paracuellos de jarama centro urbano
https://www.pisos.com/comprar/chalet_unifamiliar-coimbra_guadarrama-34201062089_522799/,298.0,225,28/10/2024,,,Compra,225.0,4.0,3.0,A estrenar,4522799-SANTA GEMA,,224.0,Piso,No especificado,No especificado,,,,chalet unifamiliar coimbra guadarrama
https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28804-36723852120_100200/,149.9,83,24/10/2024,334,64,Compra,83.0,3.0,1.0,En buen estado,TC827-555051,,,Piso,Más de 50 años,1ª,,,,piso pryconsa juan de austria
https://www.pisos.com/comprar/atico-pau_de_carabanchel28054-45879017495_105700/,399.0,100,23/10/2024,,,Compra,100.0,3.0,2.0,No especificado,GB12-ÁTICO EN VENTA EN CARABANCHEL - PAU DE CARABANCHEL,84.0,,Piso,Entre 10 y 20 años,5ª,,,,atico pau de carabanchel
https://www.pisos.com/comprar/piso-reyes28982-48375417587_100200/,150.0,70,29/10/2024,,,Compra,70.0,3.0,1.0,En buen estado,TC308-597342,,,Piso,Entre 30 y 50 años,2ª,Más de 100 €,,,piso reyes
https://www.pisos.com/comprar/piso-leganes_centro28912-32564505768_106000/,406.0,175,30/10/2024,,,Compra,175.0,4.0,3.0,No especificado,NI7-1612-V,135.0,,Piso,Entre 20 y 30 años,Más de 20,,,,piso leganes centro
https://www.pisos.com/comprar/piso-valdelasfuentes_norte28100-48359651882_101800/,790.0,175,25/10/2024,,,Compra,175.0,4.0,2.0,No especificado,IF77039-50,,,Piso,Entre 20 y 30 años,1ª,,,,piso valdelasfuentes norte
https://www.pisos.com/comprar/chalet-zona_suroeste-4530784619_109700/,509.0,318,05/07/2024,,,Compra,318.0,4.0,3.0,A estrenar,4994805-21166039,,,Piso,No especificado,No especificado,,,,chalet zona suroeste
https://www.pisos.com/comprar/casa_adosada-getafe_el_bercial28907-48401449067_100200/,495.0,287,15/10/2024,,,Compra,287.0,4.0,3.0,En buen estado,TC899-596921,,,Adosada,Entre 30 y 50 años,No especificado,,,,casa adosada getafe el bercial
https://www.pisos.com/comprar/piso-galapagar_centro-47587972443_100200/,145.0,81,02/09/2024,295,62,Compra,81.0,3.0,2.0,En buen estado,TC1115-592752,,,Piso,Entre 30 y 50 años,3ª,,,,piso galapagar centro
https://www.pisos.com/comprar/piso-justicia_chueca28046-44200337602_102100/,950.0,129,30/10/2024,,,Compra,129.0,3.0,3.0,No especificado,GM4-197530,,,Piso,No especificado,No especificado,,Exterior,,piso justicia chueca
https://www.pisos.com/comprar/chalet-ensanche_de_vallecas_valdecarros28051-48428474727_100500/,500.0,191,29/10/2024,,,Compra,191.0,4.0,2.0,No especificado,SA751-CHACAYO01/1888,152.0,,Piso,Entre 10 y 20 años,No especificado,Más de 100 €,,,chalet ensanche de vallecas valdecarros
https://www.pisos.com/comprar/piso-retiro_pacifico28007-48412666536_993066/,360.0,75,29/10/2024,,,Compra,75.0,3.0,1.0,En buen estado,4993066-RP592024131638,65.0,,Piso,Más de 50 años,5ª,,,,piso retiro pacifico
https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno-47550489581_108500/,,777,25/10/2024,,,Compra,777.0,6.0,5.0,No especificado,AG578-TNC/24/P250,621.0,,Piso,No especificado,No especificado,,,,casa ciudalcampo fuente del fresno
https://www.pisos.com/comprar/piso-cerro_el_molino28943-44195653577_100200/,239.9,104,14/10/2024,245,40,Compra,104.0,3.0,2.0,En buen estado,TC826-584015,,,Piso,Entre 20 y 30 años,1ª,,,,piso cerro el molino
https://www.pisos.com/comprar/piso-universidad_malasana28004-48361208262_100200/,385.0,78,28/10/2024,148,31,Compra,78.0,1.0,1.0,En buen estado,TC852-598339,,,Piso,Más de 50 años,2ª,,,,piso universidad malasana
https://www.pisos.com/comprar/piso-ensanche_espartales_ensanche28806-4511808337_109700/,368.4,149,24/06/2024,34.4,6.8,Compra,149.0,3.0,2.0,A estrenar,-VI-99980-P11-Pl-1ª-Pta-b-h3-T2,,,Piso,No especificado,No especificado,,,,piso ensanche espartales ensanche
https://www.pisos.com/comprar/piso-puerta_del_angel-34235913662_100200/,198.5,52,14/10/2024,222,232,Compra,52.0,2.0,1.0,Reformado,TC911-545808,,,Piso,Más de 50 años,No especificado,,,,piso puerta del angel
https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-45095756020_100200/,175.0,79,04/09/2024,,,Compra,79.0,3.0,2.0,En buen estado,TC657-557032,,,Piso,No especificado,5ª,,,,piso san sebastian de los reyes casco antiguo
https://www.pisos.com/comprar/piso-carlos_ruiz-44216700417_104700/,139.0,89,23/09/2024,,,Compra,89.0,3.0,1.0,En buen estado,STA28-RP1672022107901,85.0,,Piso,Más de 50 años,No especificado,Entre 40 y 60 €,,,piso carlos ruiz
https://www.pisos.com/comprar/piso-guadarrama_centro_urbano-48375560812_100200/,239.0,138,18/10/2024,189,39,Compra,138.0,2.0,2.0,En buen estado,TC948-598239,,,Piso,Entre 10 y 20 años,1ª,,,,piso guadarrama centro urbano
https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-48361277717_100200/,245.0,90,29/10/2024,215,44,Compra,90.0,3.0,1.0,En buen estado,TC582-596285,,,Piso,Más de 50 años,No especificado,,,,piso ciudad lineal pueblo nuevo
https://www.pisos.com/comprar/piso-virgen_del_cortijo_manoteras28050-45923791681_100200/,290.0,119,19/07/2024,144,24,Compra,119.0,2.0,2.0,En buen estado,TC907-586692,,,Piso,No especificado,No especificado,,,,piso virgen del cortijo manoteras
https://www.pisos.com/comprar/chalet_adosado-getafe_sector_iii28905-47564220976_514205/,490.0,265,28/10/2024,,,Compra,265.0,4.0,3.0,En buen estado,4514205-12984536,212.0,,Piso,Entre 30 y 50 años,No especificado,,,,chalet adosado getafe sector iii
https://www.pisos.com/comprar/piso-cerro_el_molino28943-48407432717_100200/,179.9,94,16/10/2024,,,Compra,94.0,3.0,1.0,A reformar,TC97-596312,,,Piso,Entre 30 y 50 años,No especificado,,,,piso cerro el molino
https://www.pisos.com/comprar/casa_adosada-mostoles_oeste28935-35095792203_101800/,416.0,253,30/10/2024,,,Compra,253.0,5.0,5.0,No especificado,IF6654-1420. Chalet en Calle Hermanos Grimm,,,Adosada,Más de 50 años,No especificado,,,,casa adosada mostoles oeste
https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4823332151_109700/,354.0,280,28/10/2024,,,Compra,280.0,3.0,3.0,A estrenar,4528801-21449149,,,Piso,No especificado,No especificado,,,,chalet villalbilla centro urbano
https://www.pisos.com/comprar/casa_adosada-alcobendas_centro-37538623366_998671/,159.0,70,30/10/2024,,,Compra,70.0,3.0,1.0,A reformar,4998671-0086,55.0,,Adosada,Más de 50 años,No especificado,,,,casa adosada alcobendas centro
https://www.pisos.com/comprar/casa_pareada-la_montana_cortijo_de_san_isidro-35894680652_519303/,375.0,300,23/10/2024,,,Compra,300.0,4.0,3.0,En buen estado,4519303-000994,260.0,145.0,Pareada,Entre 10 y 20 años,No especificado,Entre 20 y 40 €,,,casa pareada la montana cortijo de san isidro
https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-45874654399_100200/,140.0,78,30/10/2024,330,69,Compra,78.0,3.0,,En buen estado,TC616-585104,,,Piso,No especificado,3ª,,,,piso puerta de madrid el juncal
https://www.pisos.com/comprar/piso-leganes_centro28912-47501986445_100200/,179.9,71,10/09/2024,215,52,Compra,71.0,3.0,1.0,En buen estado,TC570-594169,,,Piso,Más de 50 años,No especificado,,,,piso leganes centro
https://www.pisos.com/comprar/casa_pareada-villalbilla_centro_urbano-47578679113_109700/,507.95,173,13/10/2024,,,Compra,173.0,3.0,3.0,A estrenar,4517782-P.2470,,,Pareada,No especificado,No especificado,,,,casa pareada villalbilla centro urbano
https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28922-44238660376_100200/,220.0,87,01/10/2024,217,46,Compra,87.0,3.0,1.0,En buen estado,TC664-582716,,,Piso,Entre 30 y 50 años,No especificado,,,,piso alcorcon casco antiguo
https://www.pisos.com/comprar/piso-las_aguilas28044-48387700623_100200/,195.0,70,30/10/2024,180,80,Compra,70.0,2.0,1.0,En buen estado,TC1003-599216,,,Piso,Más de 50 años,7ª,,,,piso las aguilas
https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28025-43362214413_100500/,105.3,67,30/10/2024,,,Compra,67.0,3.0,1.0,No especificado,SA1968-EUS0874/7104,63.0,,Piso,No especificado,3ª,,,,piso carabanchel vista alegre
https://www.pisos.com/comprar/piso-villa_de_vallecas_santa_eugenia28031-48416993135_100200/,200.0,108,05/10/2024,,,Compra,108.0,3.0,1.0,En buen estado,TC959-596822,,,Piso,Entre 30 y 50 años,No especificado,,,,piso villa de vallecas santa eugenia
https://www.pisos.com/comprar/piso-san_blas_amposta-45925897849_100200/,155.0,51,30/10/2024,135,35,Compra,51.0,2.0,1.0,En buen estado,TC747-587984,,,Piso,No especificado,2ª,,,,piso san blas amposta
https://www.pisos.com/comprar/piso-ensanche_praderon_alamillos-38348121759_513726/,230.0,95,30/10/2024,,,Compra,95.0,2.0,1.0,En buen estado,513726-000572,82.0,,Piso,Entre 30 y 50 años,Bajo,"36,50 € al mes",,,piso ensanche praderon alamillos
https://www.pisos.com/comprar/piso-naranjo_la_serna-38389961169_525684/,254.0,95,29/10/2024,,,Compra,95.0,3.0,1.0,En buen estado,4525684-000026,85.0,,Piso,Entre 30 y 50 años,8ª,Entre 60 y 80 €,,,piso naranjo la serna
https://www.pisos.com/comprar/casa_pareada-cuevas_ilustracion-47512275879_100200/,252.0,195,30/10/2024,,,Compra,195.0,4.0,4.0,En buen estado,TC373-595864,,,Pareada,Entre 20 y 30 años,No especificado,,,,casa pareada cuevas ilustracion
https://www.pisos.com/comprar/piso-palos_de_moguer28045-48360014473_100200/,225.0,51,26/10/2024,,,Compra,51.0,2.0,1.0,En buen estado,TC1133-597930,,,Piso,Más de 50 años,No especificado,,,,piso palos de moguer
https://www.pisos.com/comprar/piso-san_fernando_de_henares_montserrat-47548444217_100200/,269.0,110,24/09/2024,,,Compra,110.0,4.0,2.0,En buen estado,TC679-595614,,,Piso,Entre 30 y 50 años,No especificado,,,,piso san fernando de henares montserrat
https://www.pisos.com/comprar/piso-avanzada_la_cueva28945-48357401927_100200/,169.0,71,30/10/2024,344,58,Compra,71.0,3.0,1.0,En buen estado,TC159-598914,,,Piso,Más de 50 años,2ª,Más de 100 €,,,piso avanzada la cueva
https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-47543989264_104700/,357.5,113,30/10/2024,,,Compra,113.0,2.0,2.0,En buen estado,STA49-RP1602024123577,84.0,,Piso,Entre 10 y 20 años,No especificado,,,,piso alcorcon casco antiguo
https://www.pisos.com/comprar/piso-arganda_del_rey_centro-47506523759_100200/,170.0,63,18/09/2024,,,Compra,63.0,3.0,1.0,En buen estado,TC868-594006,,,Piso,Entre 30 y 50 años,2ª,,,,piso arganda del rey centro
https://www.pisos.com/comprar/atico-nuevo_tres_cantos-4922193332_109700/,709.9,253,28/10/2024,,,Compra,253.0,4.0,3.0,A estrenar,4991481-0,,,Piso,No especificado,No especificado,,,,atico nuevo tres cantos
https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-47581377023_100200/,230.0,119,29/10/2024,243,51,Compra,119.0,4.0,2.0,En buen estado,TC518-590206,,,Piso,Más de 50 años,No especificado,,,,piso carabanchel buenavista
https://www.pisos.com/comprar/piso-las_aguilas28024-45084979904_100200/,165.0,70,30/10/2024,80,180,Compra,70.0,2.0,1.0,En buen estado,TC1003-585662,,,Piso,Más de 50 años,No especificado,,,,piso las aguilas
https://www.pisos.com/comprar/piso-bellas_vistas28003-43342765524_102100/,,459,30/10/2024,,,Compra,459.0,7.0,3.0,No especificado,GM2-195262,,,Piso,No especificado,No especificado,,Exterior,,piso bellas vistas
https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28027-45069117124_100500/,345.0,70,30/10/2024,,,Compra,70.0,2.0,1.0,En buen estado,SA4061-QUIN919,,,Piso,Más de 50 años,1ª,,,,piso ciudad lineal pueblo nuevo
https://www.pisos.com/comprar/piso-lucero28047-48418355456_100200/,115.0,54,29/10/2024,285,56,Compra,54.0,2.0,1.0,En buen estado,TC254-504805,,,Piso,Más de 50 años,No especificado,,,,piso lucero
https://www.pisos.com/comprar/casa_adosada-velilla_de_san_antonio_centro_urbano-46758006960_100200/,334.9,271,16/10/2024,,,Compra,271.0,5.0,3.0,A reformar,TC993-589173,,,Adosada,Entre 30 y 50 años,No especificado,,,,casa adosada velilla de san antonio centro urbano
https://www.pisos.com/comprar/chalet-colonia_avenida_de_meco28805-4830285564_109700/,719.9,204,25/10/2024,,,Compra,204.0,4.0,3.0,A estrenar,4991481-0,,,Piso,No especificado,No especificado,,,,chalet colonia avenida de meco
https://www.pisos.com/comprar/piso-alcobendas_centro28100-47570724179_100200/,165.0,61,28/10/2024,350,62,Compra,61.0,2.0,1.0,A reformar,TC23-592789,,,Piso,Más de 50 años,No especificado,,,,piso alcobendas centro
https://www.pisos.com/comprar/chalet-zona_sureste-45900670919_994728/,595.0,294,29/10/2024,,,Compra,294.0,4.0,4.0,En buen estado,4994728-12829206,275.0,,Piso,Entre 20 y 30 años,No especificado,,,,chalet zona sureste
https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-45834621889_100500/,296.0,91,30/10/2024,86,17,Compra,91.0,1.0,1.0,En buen estado,SA1606-171546,65.0,,Piso,No especificado,7ª,Entre 80 y 100 €,,,piso ensanche de vallecas valdecarros
https://www.pisos.com/comprar/casa_adosada-timon28042-40857838552_100500/,775.0,232,29/10/2024,237,49,Compra,232.0,4.0,3.0,En buen estado,SA5077-AIRE,181.0,,Adosada,Entre 20 y 30 años,No especificado,,,,casa adosada timon
https://www.pisos.com/comprar/piso-norte_universidad28933-47543122247_100200/,445.0,200,20/09/2024,231,47,Compra,200.0,4.0,2.0,En buen estado,TC144-594276,,,Piso,Entre 30 y 50 años,5ª,,,,piso norte universidad
https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-48337185474_100200/,285.0,81,28/10/2024,218,46,Compra,81.0,3.0,1.0,En buen estado,TC585-598540,,,Piso,Más de 50 años,No especificado,,,,piso ciudad lineal pueblo nuevo
https://www.pisos.com/comprar/piso-villayuventus_renfe28982-48411641832_100200/,129.0,66,29/10/2024,,,Compra,66.0,2.0,1.0,En buen estado,TC220-599399,,,Piso,Entre 30 y 50 años,No especificado,,,,piso villayuventus renfe
https://www.pisos.com/comprar/piso-usera_pradolongo28026-48378718515_100200/,215.0,96,18/10/2024,183,34,Compra,96.0,3.0,1.0,Reformado,TC121-596172,,,Piso,Más de 50 años,No especificado,,,,piso usera pradolongo
https://www.pisos.com/comprar/casa_adosada-hortaleza_canillas28043-45891546745_100200/,490.0,80,06/08/2024,,,Compra,80.0,3.0,2.0,En buen estado,TC962-576560,,,Adosada,No especificado,No especificado,,,,casa adosada hortaleza canillas
https://www.pisos.com/comprar/piso-laguna_park28981-47581567100_100200/,190.0,126,29/10/2024,251,52,Compra,126.0,3.0,2.0,En buen estado,TC1162-592169,,,Piso,Entre 10 y 20 años,3ª,,,,piso laguna park
https://www.pisos.com/comprar/piso-loeches_centro_urbano-44258502541_100200/,159.9,78,12/09/2024,,,Compra,78.0,2.0,2.0,En buen estado,TC929-582147,,,Piso,Menos de 5 años,1ª,,,,piso loeches centro urbano
https://www.pisos.com/comprar/piso-marazuela_el_torreon28231-48349355749_100200/,380.0,143,18/10/2024,206,43,Compra,143.0,2.0,2.0,En buen estado,TC961-597676,,,Piso,Entre 10 y 20 años,No especificado,,,,piso marazuela el torreon
https://www.pisos.com/comprar/piso-fuente_del_berro28028-48429668008_100200/,359.0,60,16/10/2024,209,44,Compra,60.0,2.0,1.0,En buen estado,TC131-598114,,,Piso,Más de 50 años,No especificado,,,,piso fuente del berro
https://www.pisos.com/comprar/chalet-zona_de_las_carcavas_arroyo_del_bosque-47595999687_104700/,569.9,324,25/10/2024,,,Compra,324.0,5.0,4.0,A reformar,STA62-RP1712024130683,259.0,,Piso,Entre 10 y 20 años,No especificado,,,,chalet zona de las carcavas arroyo del bosque
https://www.pisos.com/comprar/piso-leganes_centro28911-47529229956_100200/,152.9,66,30/10/2024,287,60,Compra,66.0,3.0,1.0,En buen estado,TC462-593914,,,Piso,Más de 50 años,No especificado,Entre 40 y 60 €,,,piso leganes centro
https://www.pisos.com/comprar/piso-dehesa_vieja_puente_cultural28702-43429788534_100500/,630.0,174,30/10/2024,,,Compra,174.0,4.0,2.0,No especificado,SA4230-3610-00540/8893,141.0,,Piso,Entre 10 y 20 años,1ª,,,,piso dehesa vieja puente cultural
https://www.pisos.com/comprar/piso-zona_sureste-4746611242_109700/,309.9,88,16/09/2024,,,Compra,88.0,2.0,2.0,A estrenar,4991481-0,,,Piso,No especificado,5ª,,,,piso zona sureste
https://www.pisos.com/comprar/piso-rinconada28803-45099940020_100200/,149.0,57,10/09/2024,,,Compra,57.0,2.0,1.0,En buen estado,TC392-584539,,,Piso,Más de 50 años,No especificado,,,,piso rinconada
https://www.pisos.com/comprar/piso-las_margaritas_universidad28903-47592617729_100200/,360.0,118,23/10/2024,138,27,Compra,118.0,3.0,2.0,En buen estado,TC692-594988,,,Piso,Entre 10 y 20 años,No especificado,,,,piso las margaritas universidad
https://www.pisos.com/comprar/piso-puerta_bonita28025-48334198355_100200/,165.0,65,29/10/2024,163,29,Compra,65.0,1.0,1.0,En buen estado,TC937-597365,,,Piso,Entre 30 y 50 años,No especificado,,,,piso puerta bonita
https://www.pisos.com/comprar/piso-chamberi_arapiles28015-47567503792_105700/,315.0,52,28/10/2024,137,28,Compra,52.0,1.0,1.0,No especificado,GB20-ENC2638 PISO EN VENTA EN CHAMBERÍ - ARAPILES,40.0,,Piso,Más de 50 años,No especificado,,,,piso chamberi arapiles
https://www.pisos.com/comprar/piso-sur_este28936-48407869559_100200/,230.0,105,08/10/2024,40,8,Compra,105.0,3.0,2.0,En buen estado,TC187-595003,,,Piso,Entre 30 y 50 años,9ª,Más de 100 €,,,piso sur este
https://www.pisos.com/comprar/piso-galapagar_la_navata28420-44239358239_528413/,125.0,60,01/08/2024,,,Compra,60.0,2.0,1.0,En buen estado,4528413-1,60.0,,Piso,No especificado,Bajo,Entre 40 y 60 €,,,piso galapagar la navata
https://www.pisos.com/comprar/piso-los_molinos_los_olivos28906-45014434133_100200/,520.0,140,23/08/2024,150,62,Compra,140.0,3.0,1.0,En buen estado,TC1020-587109,,,Piso,Menos de 5 años,No especificado,,,,piso los molinos los olivos
https://www.pisos.com/comprar/piso-bellas_vistas28039-48372383417_100200/,297.5,47,29/10/2024,,,Compra,47.0,1.0,1.0,A reformar,TC135-597224,,,Piso,Más de 50 años,5ª,,,,piso bellas vistas
https://www.pisos.com/comprar/piso-bellas_vistas28020-44216589699_102100/,560.0,155,30/10/2024,,,Compra,155.0,4.0,1.0,No especificado,GM4-197694,,,Piso,No especificado,No especificado,,Exterior,,piso bellas vistas
https://www.pisos.com/comprar/piso-valdezarza28039-48405791964_100200/,240.0,58,30/10/2024,196,41,Compra,58.0,4.0,2.0,Reformado,TC125-595404,,,Piso,Más de 50 años,2ª,,,,piso valdezarza
https://www.pisos.com/comprar/piso-usera_pradolongo28026-48426665282_100200/,166.3,55,28/10/2024,232,48,Compra,55.0,2.0,1.0,En buen estado,TC513-596970,,,Piso,Más de 50 años,3ª,,,,piso usera pradolongo
https://www.pisos.com/comprar/casa_adosada-norte_universidad28933-45837482370_100200/,529.0,187,03/10/2024,273,57,Compra,187.0,4.0,3.0,En buen estado,TC28-589409,,,Adosada,Entre 30 y 50 años,No especificado,,,,casa adosada norte universidad
https://www.pisos.com/comprar/piso-moncloa_aravaca_arguelles28008-48384650017_100200/,280.0,55,29/10/2024,246,52,Compra,55.0,1.0,1.0,En buen estado,TC1144-596775,,,Piso,Más de 50 años,No especificado,,,,piso moncloa aravaca arguelles
https://www.pisos.com/comprar/piso-ciudad_70-47526463762_100200/,130.0,60,29/10/2024,153,31,Compra,60.0,1.0,1.0,En buen estado,TC884-594586,,,Piso,Entre 10 y 20 años,No especificado,,,,piso ciudad
https://www.pisos.com/comprar/piso-el_carrascal_distrito28916-47569347578_100200/,320.0,122,03/10/2024,192,58,Compra,122.0,4.0,2.0,En buen estado,TC20-594847,,,Piso,Entre 30 y 50 años,No especificado,,,,piso el carrascal distrito
https://www.pisos.com/comprar/estudio-universidad_malasana28004-48369957460_105700/,160.0,23,29/10/2024,305,63,Compra,23.0,,1.0,No especificado,GB18-3261 PISO ESTUDIO EN VENTA EN CENTRO - UNIVERSIDAD,18.0,,Piso,Más de 50 años,2ª,,,,estudio universidad malasana
https://www.pisos.com/comprar/piso-pinar_del_rey28033-47539346456_100200/,220.0,76,17/10/2024,309,65,Compra,76.0,3.0,1.0,Reformado,TC1087-594451,,,Piso,Más de 50 años,3ª,,,,piso pinar del rey
https://www.pisos.com/comprar/piso-centro_casco_historico28804-40091525089_100200/,209.9,79,13/09/2024,234,49,Compra,79.0,3.0,2.0,Reformado,TC521-566612,,,Piso,No especificado,1ª,,,,piso centro casco historico
https://www.pisos.com/comprar/piso-concepcion-41694757627_100200/,192.0,57,26/09/2024,304,62,Compra,57.0,2.0,1.0,A reformar,TC705-573134,,,Piso,Más de 50 años,No especificado,,,,piso concepcion
https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28925-47575820173_100200/,349.0,114,30/10/2024,199,42,Compra,114.0,4.0,2.0,En buen estado,TC874-593869,,,Piso,Entre 30 y 50 años,2ª,,,,piso valderas los castillos parque lisboa
https://www.pisos.com/comprar/piso-ensanche_espartales_ensanche28806-4559008764_109700/,467.3,94,24/06/2024,34.4,6.8,Compra,94.0,4.0,2.0,A estrenar,-VI-99980-P16-Pl-2ª-Pta-a-h4-T4,,,Piso,No especificado,No especificado,,,,piso ensanche espartales ensanche
https://www.pisos.com/comprar/piso-pau_de_carabanchel28054-45056543479_104700/,599.0,230,21/10/2024,,,Compra,230.0,4.0,2.0,No especificado,STA10-RP442024127001,115.0,,Piso,Entre 10 y 20 años,No especificado,Más de 100 €,,,piso pau de carabanchel
https://www.pisos.com/comprar/piso-reyes28982-48363768917_100200/,160.0,82,29/10/2024,,,Compra,82.0,3.0,1.0,Reformado,TC308-598711,,,Piso,Entre 30 y 50 años,No especificado,Más de 100 €,,,piso reyes
https://www.pisos.com/comprar/piso-ciudad_lineal_quintana-40038656272_100200/,155.0,45,17/10/2024,304,52,Compra,45.0,1.0,1.0,En buen estado,TC582-566809,,,Piso,Entre 10 y 20 años,3ª,,,,piso ciudad lineal quintana
https://www.pisos.com/comprar/casa_adosada-san_blas_salvador28027-41673824344_100200/,,339,30/10/2024,282,59,Compra,339.0,4.0,5.0,A reformar,TC289-573269,,,Adosada,No especificado,No especificado,,,,casa adosada san blas salvador
https://www.pisos.com/comprar/piso-fuente_del_berro28028-45073752923_100200/,980.0,141,23/10/2024,118,25,Compra,141.0,4.0,3.0,Reformado,TC131-506803,,,Piso,Entre 30 y 50 años,1ª,,,,piso fuente del berro
https://www.pisos.com/comprar/piso-mostoles_centro28931-48333525515_100200/,199.0,92,25/10/2024,,,Compra,92.0,3.0,1.0,En buen estado,TC815-598418,,,Piso,Entre 30 y 50 años,No especificado,Más de 100 €,,,piso mostoles centro
https://www.pisos.com/comprar/estudio-hortaleza_canillas28043-41719599289_100500/,190.0,51,02/09/2024,153,26,Compra,51.0,,1.0,En buen estado,SA4097-VO12092067,44.0,,Piso,Más de 50 años,Bajo,Entre 40 y 60 €,,,estudio hortaleza canillas
https://www.pisos.com/comprar/piso-norte_universidad28932-40890981836_101800/,319.7,72,30/10/2024,64,14,Compra,72.0,2.0,2.0,No especificado,IF6654-1414. Piso en Zona Universidad,,,Piso,Entre 10 y 20 años,1ª,,,,piso norte universidad
https://www.pisos.com/comprar/atico-ensanche_espartales_ensanche28806-4579231385_109700/,446.4,142,24/06/2024,34.4,6.8,Compra,142.0,3.0,2.0,A estrenar,-VI-99980-P11-Pl-ÁTICO-Pta-a-h3,,,Piso,No especificado,No especificado,,,,atico ensanche espartales ensanche
https://www.pisos.com/comprar/chalet-villa_del_prado_centro_urbano-45897126217_108500/,165.0,196,30/10/2024,,,Compra,196.0,4.0,2.0,No especificado,AG588-ALEJANDRO PERIS,,,Piso,No especificado,No especificado,,,,chalet villa del prado centro urbano
https://www.pisos.com/comprar/piso-arganzuela_delicias-47581724175_100200/,500.0,99,18/09/2024,,,Compra,99.0,3.0,1.0,En buen estado,TC1169-594689,,,Piso,Más de 50 años,7ª,,,,piso arganzuela delicias
https://www.pisos.com/comprar/piso-getafe_distrito_centro28901-45905701581_100200/,195.0,70,29/10/2024,,,Compra,70.0,3.0,1.0,En buen estado,TC659-590719,,,Piso,Más de 50 años,3ª,Entre 20 y 40 €,,,piso getafe distrito centro
https://www.pisos.com/comprar/chalet-zona_avenida_de_europa28224-4895130532_109700/,,344,28/10/2024,,,Compra,344.0,4.0,4.0,A estrenar,4991481-0,,,Piso,No especificado,No especificado,,,,chalet zona avenida de europa
https://www.pisos.com/comprar/piso-alcobendas_centro28100-43411827649_100200/,219.0,95,19/07/2024,,,Compra,95.0,3.0,1.0,En buen estado,TC1014-578638,,,Piso,No especificado,1ª,,,,piso alcobendas centro
https://www.pisos.com/comprar/piso-universidad_malasana28004-39254695037_100200/,149.9,25,26/08/2024,285,48,Compra,25.0,1.0,1.0,Reformado,TC852-565988,,,Piso,No especificado,No especificado,,,,piso universidad malasana
https://www.pisos.com/comprar/casa_adosada-getafe_el_bercial28907-45850770399_100500/,765.0,233,02/10/2024,,,Compra,233.0,4.0,3.0,En buen estado,SA84-5397AL,,,Adosada,Entre 5 y 10 años,No especificado,Más de 100 €,,,casa adosada getafe el bercial
https://www.pisos.com/comprar/piso-mostoles_centro28937-45872765758_100500/,183.0,115,30/10/2024,,,Compra,115.0,3.0,1.0,No especificado,SA1968-RLGS0049/7104,110.0,,Piso,No especificado,1ª,,,,piso mostoles centro
https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28923-38406496406_100200/,150.0,63,15/10/2024,,,Compra,63.0,3.0,1.0,A reformar,TC142-561775,,,Piso,Más de 50 años,No especificado,,,,piso alcorcon casco antiguo
